Gender,SeasonFav,Handwritting,Year,College,Domestic,FromMinnesota,OnCampus,Shower,Movie.Number,BarberSalon.Money,Donation,SocialMediaFav,SocialMediaHours,ExerciseHours,StudyHours,Sleep.Weekday,SleepWeekend,MarijuanaLegal,GPAHighSchool,GPACollege,Tattoos,Ticket.Driving,Text.Driving,Chocolate
Female,Summer,Left,Sophomore,College of Biological Sciences (CBS),U.S.,No,Yes,Evening,1,40,0,Others,6,0,12,8,8,Yes,4,3.659,1,2,Yes,36
Male,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Morning,1,40,2,TikTok,2,2,4,8,8,Not sure,3.8,2.8,0,0,No,26
Female,Fall,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Evening,0,45,100,TikTok,5,1,2,7,10,Yes,3.99,3.889,0,0,No,48
Male,Winter,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,Depends,0,40,5,YouTube,5,1,3,8,10,Yes,3.7,3.74,0,-1,No,63
Female,Summer,Right,Freshman,Others,U.S.,No,Yes,Evening,0,200,300,Instagram,4,2,6,9,9,Not sure,4,3.85,0,0,No,55
Female,Winter,Right,Junior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Depends,2,49,0,YouTube,1.5,0.5,6,9,10,Not sure,0,3.559,1,1,No,32
Female,Summer,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Evening,0,200,0,TikTok,4,0.5,5,8,8,Yes,3.44,3.39,0,0,No,79
Female,Fall,Both,Junior,College of Biological Sciences (CBS),U.S.,No,No,Depends,0,55,150,Twitter,3,1.5,7,5,7,Yes,3.97,3.3,1,0,No,64
Male,Fall,Right,Freshman,College of Science of Engineering (CSE),U.S.,No,Yes,Morning,1,25,0,Instagram,3,1,6,7,9,Yes,3.89,3.47,0,0,No,49
Male,Winter,Right,Freshman,Others,U.S.,No,Yes,Morning,1,50,100,Instagram,0.5,3,8,9,10,Yes,3.65,2.5,0,0,No,46
Male,Fall,Right,Sophomore,College of Science of Engineering (CSE),International,No,No,Evening,1,35,50,Others,2,2,4,8,8,Yes,3.8,3.6,0,-1,No,70
Male,Spring,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Morning,1,20,10,WhatsApp,2,2,5,6,7,Yes,3.98,4,0,0,No,22
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Depends,0,20,0,YouTube,2,1,3,8,10,Yes,3.89,4,0,0,No,60
Male,Summer,Left,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,Depends,0,35,0,TikTok,3,1,2,7,9,Yes,3.8,2.5,0,1,No,70
Male,Spring,Right,Junior,College of Liberal Arts (CLA),International,No,Yes,Morning,0,180,0,YouTube,8,0,3,7,8,Yes,3.52,3.77,0,0,Yes,80
Male,Summer,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,0,30,0,Twitter,2,0.5,7,7.5,9,Yes,3.75,3.5,0,0,No,45
Female,Summer,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,No,Morning,0,100,5,TikTok,3,7,6,8,9,No,3.82,3.667,0,0,No,34
Female,Spring,Right,Junior,Others,U.S.,No,No,Depends,0,200,0,TikTok,3,2,5,7,5,Yes,3.6,3.2,6,1,Yes,56
Female,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Evening,0,50,5,TikTok,8,2,4,7,9,Not sure,4,3.5,0,0,Yes,36
Male,Spring,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,0,15,100,Instagram,3,2,4,7,8,Yes,3.8,2.6,0,0,No,33
Female,Fall,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,Depends,1,30,5,TikTok,5,1,6,7,9,Yes,4,3.9,2,0,No,43
Female,Winter,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Evening,1,70,0,YouTube,6,1,3,6,8,Not sure,3.9,3.7,0,0,No,55
Female,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,No,Yes,Evening,1,80,20,TikTok,4,1,4,7,10,Yes,3.6,3.4,0,0,No,48
Other/Prefer not to answer,Summer,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,Prefer not to answer,Morning,0,110,5,TikTok,5,0,3,7,8,Yes,3.8,3.8,1,0,No,68
Female,Fall,Right,Junior,College of Biological Sciences (CBS),U.S.,No,No,Evening,2,20,20,Instagram,2,0,3,9,11,Yes,3.8,3.3,2,2,No,48
Male,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Evening,0,0,14.95,YouTube,2,0,15,6,10,Yes,3.8,4,0,-1,No,40
Male,Summer,Right,Others (PSEO or Post graduate),"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,No,Morning,1,30,0,Facebook,2,0,10,6,7,Yes,3.2,4,0,4,No,38
Female,Summer,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,Depends,1,50,0,Instagram,4,1,4,7,7,Not sure,3.2,2,0,0,No,38
Female,Fall,Right,Senior,College of Liberal Arts (CLA),U.S.,Yes,Yes,Evening,1,0,100,Others,2,2,5,6.5,5,Not sure,3.7,2.5,2,0,No,25
Male,Winter,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,1,25,0,YouTube,3,2,4,7,9,Not sure,3.8,3.2,0,1,No,35
Female,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Depends,0,115,20,TikTok,5,0,5,9,7,Yes,3.6,2.533,0,1,No,36
Female,Spring,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Depends,1,24,50,Instagram,2,2,4,8,8,Yes,3.7,3.1,0,0,No,37
Female,Spring,Right,Junior,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,1,144,0,YouTube,3,0,4,8,9,Not sure,3.79,3.45,0,1,No,32
Female,Fall,Right,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,No,Depends,0,45,10,TikTok,3,1,4,8,10,Not sure,4,3.5,0,3,Yes,23
Male,Summer,Left,Freshman,Others,U.S.,Yes,No,Evening,0,150,0,TikTok,3,1,3,6,7,Not sure,3.98,3.99,0,0,No,30
Male,Spring,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Evening,0,15,100,YouTube,1,3,3,7,9,Yes,3.9,3.2,0,-1,No,44
Male,Fall,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Morning,1,30,50,Instagram,2,1,3,6.5,7,Yes,3.5,3.8,0,0,Yes,56
Male,Fall,Right,Sophomore,College of Biological Sciences (CBS),U.S.,No,No,Depends,1,85,0,TikTok,10,2,3,7,8,Yes,3.6,3.5,0,0,Yes,25
Female,Spring,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,1,250,0,TikTok,2,1.5,5,7,9,Not sure,3.8,3.56,0,0,No,22
Female,Fall,Left,Freshman,College of Liberal Arts (CLA),U.S.,No,Yes,Depends,0,23,100,TikTok,5,0,3,8,9,Yes,3.6,2.9,0,0,Yes,43
Female,Spring,Right,Junior,College of Biological Sciences (CBS),U.S.,Yes,Yes,Morning,1,0,0,TikTok,4,0.5,5,7,9,Yes,3.95,3.7,1,0,No,64
Female,Summer,Right,Junior,College of Biological Sciences (CBS),U.S.,Yes,Yes,Morning,1,0,0,YouTube,3,3,3,9,9,Yes,3.96,3.7,0,-1,No,69
Male,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Evening,0,15,0,TikTok,3,2,5,9,10,No,3.97,3.7,0,0,Yes,45
Male,Summer,Right,Sophomore,Others,U.S.,Yes,Yes,Morning,2,40,0,Instagram,3,2,3,8,8,Not sure,3.7,3.2,0,0,No,42
Female,Fall,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,1,0,50,YouTube,2,1,5,5,7,Yes,4,3,3,0,No,30
Male,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,1,25,15,Instagram,3,2,5,6,7,Not sure,3.9,3.5,0,0,No,37
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Depends,1,24,15,Instagram,2,2,6,7,7,Not sure,3.7,3.4,0,0,No,50
Male,Summer,Right,Junior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Depends,1,40,0,Instagram,5,1.5,6,8,8,Yes,3.7,2.6,3,0,No,48
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,No,Yes,Depends,0,40,200,Instagram,1.5,2,2.5,8,9,Yes,3.5,3.5,0,2,Yes,80
Male,Fall,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Depends,0,30,0,YouTube,4,0.5,2,5,14,Yes,3.1,2.3,0,0,No,46
Female,Fall,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,Morning,0,70,20,TikTok,2,1,3,7,8,Yes,3.9,3.9,0,0,No,42
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Morning,2,20,40,Others,4,1,4,7,8,Yes,3.85,4,0,0,Yes,40
Female,Summer,Left,Sophomore,College of Liberal Arts (CLA),U.S.,No,No,Depends,0,120,0,TikTok,2,1,8,5,9,Not sure,3.8,3.045,0,-1,No,53
Male,Summer,Right,Junior,Others,U.S.,Yes,No,Depends,0,40,30,Instagram,4,2,3,7,8,Yes,3.6,0,0,1,No,27
Female,Spring,Left,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Evening,1,60,100,TikTok,4,0,4,9,11,No,3.5,3.9,0,0,No,74
Male,Fall,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,No,Depends,0,17,0,YouTube,5,2,6,7,10,No,3.69,3.64,0,0,No,40
Female,Fall,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,0,88,0,TikTok,5,1.5,5,6,9,Yes,3.85,4,0,1,No,46
Male,Spring,Right,Sophomore,Others,U.S.,Yes,Yes,Morning,0,50,0,Instagram,2,1,3,6,5,Yes,3.3,2.7,0,0,No,46
Male,Winter,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Evening,0,10,50,Instagram,2,1,2,9,10,Yes,3.67,3.58,0,0,No,33
Male,Winter,Right,Junior,College of Biological Sciences (CBS),U.S.,No,Yes,Depends,3,20,50,Others,2,2,4,7,8,Yes,3.92,0,0,0,Yes,35
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),International,No,No,Depends,0,0,0,Instagram,5,2,3,8,11,Not sure,3,0,0,-1,No,45
Male,Winter,Left,Senior,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,2,31,200,Others,3,1.5,2,7,7,Yes,3.8,3.2,1,0,No,42
Female,Fall,Right,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,0,0,0,Instagram,1,0.5,2,10,10,Yes,0,3.7,21,4,No,60
Male,Summer,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,1,35,20,Instagram,6,2,20,24,7,Yes,3.7,3.2,0,0,Yes,50
Male,Summer,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,Depends,2,50,100,Others,4,5,10,8,7,Yes,3.3,2.8,3,1,Yes,68
Male,Summer,Right,Junior,College of Biological Sciences (CBS),U.S.,Yes,No,Depends,1,10,575,YouTube,5,1,3,5,14,Yes,3.6,3.4,0,0,No,44
Female,Spring,Right,Freshman,College of Biological Sciences (CBS),U.S.,Yes,Yes,Evening,1,40,10,Others,2,1,4,5,7,Yes,4,3.99,0,0,No,73
Male,Spring,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Morning,2,40,20,TikTok,3,1,4,8,10,Yes,4,3.8,0,0,No,48
Male,Fall,Right,Junior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Depends,0,0,200,Instagram,5,1,5,6,8,Yes,3.4,3,2,1,No,32
Male,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Depends,0,30,0,YouTube,3,1,5,7,8,Yes,3.8,3.2,0,0,No,38
Female,Summer,Right,Sophomore,Others,U.S.,Yes,Yes,Depends,1,100,20,Instagram,5,0,6,8,10,Not sure,4,3.5,0,0,No,57
Female,Winter,Right,Junior,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,1,25,10,TikTok,5,1,3,8,9,Yes,3.9,3,0,0,No,42
Female,Fall,Right,Junior,College of Biological Sciences (CBS),U.S.,No,No,Depends,0,22,5,Instagram,8,1,6,6,10,Yes,4,2.8,7,3,Yes,34
Male,Summer,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Evening,3,25,20,Instagram,3,2,6,6,7,Yes,3.8,3.8,1,0,No,58
Male,Summer,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,No,Morning,0,50,100,YouTube,4,2,3,5,4,Yes,4,4,0,1,Yes,65
Female,Fall,Left,Sophomore,College of Biological Sciences (CBS),U.S.,No,No,Evening,0,50,20,TikTok,2,0,4,9,9,Yes,4,3.3,3,0,No,56
Female,Fall,Right,Junior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,No,Depends,1,40,30,TikTok,4,1,3,8,10,Yes,3.9,3.5,0,1,No,61
Male,Fall,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,No,Morning,1,20,15,Instagram,4,2,5,7,7,Yes,3.67,3.2,2,2,No,45
Male,Fall,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,Depends,0,25,0,YouTube,2,1,3,6,10,Yes,3.79,3.04,0,0,No,72
Female,Spring,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,2,100,5,TikTok,3,1,4,7,9,Not sure,3.92,3.1,0,0,No,40
Female,Winter,Right,Junior,College of Biological Sciences (CBS),U.S.,Yes,No,Morning,0,60,0,TikTok,4,2,4,7,7,Yes,4,3.5,3,3,No,60
Female,Fall,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,Morning,0,17,5,TikTok,2,0.5,4,8,9,Not sure,3.995,3.882,1,0,No,48
Male,Fall,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,Morning,0,30,10,Instagram,4,2,10,7,10,Yes,3.6,3,0,1,Yes,35
Female,Summer,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,1,45,0,TikTok,3,1,4,7,8,Yes,3.5,3,0,0,No,43
Female,Spring,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,2,0,0,Twitter,4,1,5,6,8,Yes,4,3.2,3,0,No,30
Female,Fall,Right,Freshman,College of Science of Engineering (CSE),U.S.,No,Yes,Depends,2,60,30,TikTok,4,2,6,6,8,Yes,3.98,2.82,0,0,Yes,27
Female,Fall,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,No,Morning,0,20,0,TikTok,1,0.5,3,7,9,Yes,3.54,3,0,0,No,29
Male,Summer,Right,Others (PSEO or Post graduate),Prefer not to answer,U.S.,Yes,No,Evening,0,25,0,TikTok,2,2,3,6,8,Yes,3.9,3.6,0,1,No,46
Female,Fall,Left,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Evening,1,150,30,TikTok,3,1,7,7,9,Yes,3.7,3.5,0,0,Yes,45
Other/Prefer not to answer,Spring,Right,Junior,College of Biological Sciences (CBS),U.S.,No,No,Depends,1,26,0,YouTube,1,1.5,8,7,10,Yes,4,3,0,0,No,53
Female,Fall,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,0,0,0,Others,5,1,4,7,8,Not sure,3.8,2.4,0,-1,No,50
Female,Summer,Right,Junior,Prefer not to answer,U.S.,Yes,No,Depends,0,55,10,TikTok,2,1,6,7,8,Yes,3.26,2.78,10,2,No,42
Male,Summer,Right,Junior,College of Liberal Arts (CLA),U.S.,No,No,Depends,0,50,25,Others,2,1,4,8,10,Yes,3.25,3.19,0,0,No,39
Female,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Evening,1,15,0,Instagram,2,4,4,7,8,No,3.5,3.5,0,0,No,36
Female,Summer,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,Evening,0,150,10,TikTok,4,2,6,8,10,Yes,4,3.6,0,0,Yes,40
Female,Fall,Right,Junior,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,0,50,0,TikTok,5,4,12,7,9,Not sure,4,3.67,0,0,No,60
Female,Summer,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Evening,0,33,0,TikTok,5,1,5,9,5,No,3.6,3,1,1,Yes,50
Male,Fall,Right,Junior,College of Biological Sciences (CBS),U.S.,No,No,Depends,0,45,50,YouTube,2,0.25,3,7,8,Not sure,2.4,3.7,1,4,No,61
Female,Fall,Right,Freshman,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,0,70,0,TikTok,1,0.75,4,6,8,Yes,3.8,0,23,1,No,42
Female,Spring,Right,Junior,College of Biological Sciences (CBS),U.S.,Yes,Yes,Morning,1,0,0,YouTube,4,3,10,7,8,Yes,4,3.1,0,-1,No,50
Female,Fall,Right,Sophomore,College of Biological Sciences (CBS),U.S.,No,Yes,Depends,1,40,120,TikTok,2,0.5,4,8,9,Not sure,3.8,3,0,0,No,45
Female,Summer,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,Evening,0,90,15,TikTok,4,2,12,9,10,Yes,3.4,2.7,0,1,No,100
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,0,0,3,YouTube,4,1,4,5,8,Not sure,3.85,3.05,0,0,No,84
Male,Summer,Right,Freshman,Others,U.S.,Yes,Yes,Morning,0,25,40,TikTok,4,2,3,6,10,Yes,3.8,3.8,0,1,No,38
Male,Fall,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,No,Evening,1,20,0,Instagram,2,0.5,2,6,7,Yes,3.5,3.6,0,0,No,65
Male,Fall,Right,Freshman,Others,U.S.,Yes,Yes,Evening,1,35,200,Instagram,3,2,2,8,9,Yes,3.83,3.3,0,2,No,42
Female,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Depends,0,0,0,TikTok,3.5,0,6,10,12,Yes,0,3.2,0,0,No,48
Male,Winter,Right,Sophomore,College of Science of Engineering (CSE),U.S.,Yes,No,Morning,0,20,0,YouTube,1,2,5,7.5,8,Not sure,3.5,3,0,0,No,60
Male,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,No,Yes,Morning,1,30,100,YouTube,3,1,2,8,9,Yes,3.7,3.9,0,2,No,43
Female,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Depends,0,90,10,TikTok,4,1,4,9,11,Not sure,3.56,3.71,0,0,Yes,62
Male,Winter,Left,Freshman,College of Liberal Arts (CLA),U.S.,No,Yes,Morning,0,35,0,Twitter,4,13,4,7,7,Yes,3.8,3.4,0,0,No,67
Male,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Morning,1,50,100,Instagram,5,2,5,6,8,Yes,4,3.2,0,1,No,33
Male,Summer,Right,Junior,College of Liberal Arts (CLA),U.S.,No,Yes,Morning,0,25,0,Instagram,3,1,4,7,9,Yes,3.4,3.6,1,0,No,74
